order_item_id,order_id,product_id,quantity,price,discount
ITEM_0000070,ORD_000031,PROD_00046,2,82.2,2.43
ITEM_0000071,ORD_000032,PROD_00096,3,41.82,2.52
ITEM_0000072,ORD_000032,PROD_00181,1,324.24,0.0
ITEM_0000073,ORD_000032,PROD_00170,3,212.52,0.0
ITEM_0000074,ORD_000032,PROD_00102,3,499.8,0.0
ITEM_0000075,ORD_000033,PROD_00092,1,498.22,0.0
ITEM_0000076,ORD_000033,PROD_00058,3,262.53,0.0
ITEM_0000077,ORD_000033,PROD_00171,1,77.36,0.03
ITEM_0000078,ORD_000033,PROD_00151,3,474.62,0.0
ITEM_0000079,ORD_000034,PROD_00157,1,183.6,0.0
ITEM_0000080,ORD_000035,PROD_00089,2,164.05,29.05
ITEM_0000081,ORD_000036,PROD_00064,3,396.37,20.35
ITEM_0000082,ORD_000037,PROD_00043,2,35.57,0.0
ITEM_0000083,ORD_000037,PROD_00106,2,99.16,9.51
ITEM_0000084,ORD_000037,PROD_00127,3,383.93,0.0
ITEM_0000085,ORD_000038,PROD_00076,2,190.0,0.0
ITEM_0000086,ORD_000038,PROD_00006,1,382.34,0.0
ITEM_0000087,ORD_000038,PROD_00082,2,490.21,7.35
ITEM_0000088,ORD_000039,PROD_00168,3,311.68,0.0
ITEM_0000089,ORD_000039,PROD_00043,1,35.57,2.36
ITEM_0000090,ORD_000040,PROD_00068,2,99.32,0.99
ITEM_0000091,ORD_000040,PROD_00170,3,212.52,0.0
ITEM_0000092,ORD_000040,PROD_00073,2,434.24,31.34
ITEM_0000093,ORD_000041,PROD_00123,1,166.37,5.68
ITEM_0000094,ORD_000041,PROD_00052,2,78.01,0.0
ITEM_0000095,ORD_000042,PROD_00170,1,212.52,0.0
ITEM_0000096,ORD_000042,PROD_00068,2,99.32,17.59
ITEM_0000097,ORD_000043,PROD_00068,2,99.32,0.0
ITEM_0000098,ORD_000043,PROD_00058,1,262.53,0.0
ITEM_0000099,ORD_000044,PROD_00194,1,190.1,0.0
ITEM_0000100,ORD_000044,PROD_00151,2,474.62,0.0
ITEM_0000101,ORD_000045,PROD_00077,1,366.27,0.0
ITEM_0000102,ORD_000046,PROD_00159,1,130.79,0.0
ITEM_0000103,ORD_000046,PROD_00038,2,229.97,45.28
ITEM_0000104,ORD_000047,PROD_00175,2,123.79,20.37
ITEM_0000105,ORD_000048,PROD_00018,3,224.5,0.0
ITEM_0000106,ORD_000048,PROD_00023,2,305.32,0.0
ITEM_0000107,ORD_000048,PROD_00100,3,281.47,0.0
ITEM_0000108,ORD_000049,PROD_00039,1,394.34,0.0
ITEM_0000109,ORD_000050,PROD_00089,2,164.05,0.0
ITEM_0000110,ORD_000050,PROD_00106,3,99.16,0.0
ITEM_0000111,ORD_000050,PROD_00068,1,99.32,8.0
ITEM_0000112,ORD_000051,PROD_00061,1,477.17,0.0
ITEM_0000113,ORD_000052,PROD_00080,3,91.66,0.0
ITEM_0000114,ORD_000052,PROD_00072,1,326.98,63.71
ITEM_0000115,ORD_000052,PROD_00126,2,408.6,0.0
ITEM_0000116,ORD_000053,PROD_00114,1,286.17,0.0
ITEM_0000117,ORD_000054,PROD_00132,2,62.67,0.0
ITEM_0000118,ORD_000054,PROD_00041,2,391.28,66.62
ITEM_0000119,ORD_000054,PROD_00017,3,51.32,1.98
ITEM_0000120,ORD_000055,PROD_00093,3,108.09,7.96
ITEM_0000121,ORD_000056,PROD_00008,1,317.34,0.0
ITEM_0000122,ORD_000057,PROD_00042,2,410.28,0.0
ITEM_0000123,ORD_000058,PROD_00147,1,242.55,0.0
ITEM_0000124,ORD_000059,PROD_00006,3,382.34,69.7
ITEM_0000125,ORD_000059,PROD_00200,3,416.1,66.65
ITEM_0000126,ORD_000060,PROD_00071,2,494.67,0.0
ITEM_0000127,ORD_000060,PROD_00109,1,474.27,0.0
ITEM_0000128,ORD_000060,PROD_00097,3,87.18,0.0
ITEM_0000129,ORD_000061,PROD_00096,2,41.82,0.9
ITEM_0000130,ORD_000061,PROD_00144,1,285.83,0.0
ITEM_0000131,ORD_000061,PROD_00166,2,135.66,0.0
ITEM_0000132,ORD_000061,PROD_00153,2,389.74,55.43
ITEM_0000133,ORD_000061,PROD_00156,3,478.78,14.36
ITEM_0000134,ORD_000062,PROD_00185,3,340.46,0.0
ITEM_0000135,ORD_000062,PROD_00007,2,325.07,27.21
ITEM_0000136,ORD_000063,PROD_00176,2,457.48,0.0
ITEM_0000137,ORD_000063,PROD_00137,3,203.01,0.0
ITEM_0000138,ORD_000063,PROD_00164,2,477.76,0.0
ITEM_0000139,ORD_000064,PROD_00186,1,449.55,0.0
ITEM_0000140,ORD_000064,PROD_00144,2,285.83,0.0
ITEM_0000141,ORD_000064,PROD_00196,1,353.95,0.0
ITEM_0000142,ORD_000065,PROD_00119,2,232.24,29.47
ITEM_0000143,ORD_000065,PROD_00031,3,499.99,0.0
ITEM_0000144,ORD_000066,PROD_00098,2,398.91,68.15
ITEM_0000145,ORD_000066,PROD_00136,1,315.39,0.0
ITEM_0000146,ORD_000066,PROD_00077,2,366.27,0.0
ITEM_0000147,ORD_000067,PROD_00021,2,173.98,0.0
ITEM_0000148,ORD_000068,PROD_00195,1,85.06,0.0
ITEM_0000149,ORD_000069,PROD_00123,1,166.37,6.64
ITEM_0000150,ORD_000069,PROD_00099,2,398.11,0.0
ITEM_0000151,ORD_000070,PROD_00188,1,468.55,82.18
ITEM_0000152,ORD_000071,PROD_00043,1,35.57,2.07
ITEM_0000153,ORD_000071,PROD_00017,3,51.32,0.0
ITEM_0000154,ORD_000072,PROD_00092,2,498.22,22.35
ITEM_0000155,ORD_000072,PROD_00193,1,162.38,0.71
ITEM_0000156,ORD_000072,PROD_00049,3,49.99,3.67
ITEM_0000157,ORD_000072,PROD_00043,3,35.57,0.0
ITEM_0000158,ORD_000073,PROD_00153,3,389.74,65.17
ITEM_0000159,ORD_000073,PROD_00013,1,294.36,0.0
ITEM_0000160,ORD_000074,PROD_00180,1,62.58,8.58
ITEM_0000161,ORD_000075,PROD_00156,3,478.78,79.54
ITEM_0000162,ORD_000076,PROD_00128,1,440.75,0.0
ITEM_0000163,ORD_000076,PROD_00051,3,28.77,0.0
ITEM_0000164,ORD_000076,PROD_00156,2,478.78,0.0
ITEM_0000165,ORD_000077,PROD_00177,1,467.62,8.32
ITEM_0000166,ORD_000077,PROD_00124,1,79.03,0.0
ITEM_0000167,ORD_000077,PROD_00085,3,224.7,0.0
ITEM_0000168,ORD_000077,PROD_00061,1,477.17,0.0
ITEM_0000169,ORD_000078,PROD_00076,2,190.0,30.9
ITEM_0000170,ORD_000078,PROD_00068,1,99.32,0.0
ITEM_0000171,ORD_000079,PROD_00195,1,85.06,2.35
ITEM_0000172,ORD_000080,PROD_00188,1,468.55,0.0
ITEM_0000173,ORD_000081,PROD_00070,2,444.04,0.0
ITEM_0000174,ORD_000081,PROD_00099,1,398.11,55.43
ITEM_0000175,ORD_000081,PROD_00177,1,467.62,0.0
ITEM_0000176,ORD_000081,PROD_00123,1,166.37,30.32
ITEM_0000177,ORD_000082,PROD_00092,3,498.22,68.2
ITEM_0000178,ORD_000083,PROD_00012,2,429.09,0.0
ITEM_0000179,ORD_000083,PROD_00017,1,51.32,0.0
ITEM_0000180,ORD_000084,PROD_00159,2,130.79,0.0
ITEM_0000181,ORD_000084,PROD_00025,1,334.45,0.0
ITEM_0000182,ORD_000085,PROD_00003,1,82.37,0.0
ITEM_0000183,ORD_000085,PROD_00165,2,478.1,0.0
ITEM_0000184,ORD_000086,PROD_00072,1,326.98,0.0
ITEM_0000185,ORD_000087,PROD_00147,1,242.55,0.0
ITEM_0000186,ORD_000087,PROD_00115,2,474.79,0.0
ITEM_0000187,ORD_000088,PROD_00143,1,174.82,0.0
ITEM_0000188,ORD_000088,PROD_00141,3,262.6,0.0
ITEM_0000189,ORD_000089,PROD_00088,1,383.91,0.0
ITEM_0000190,ORD_000089,PROD_00094,2,450.35,0.0
ITEM_0000191,ORD_000090,PROD_00195,3,85.06,5.81
ITEM_0000192,ORD_000091,PROD_00043,2,35.57,5.1
ITEM_0000193,ORD_000092,PROD_00101,3,73.59,0.0
ITEM_0000194,ORD_000092,PROD_00056,2,215.71,27.32
ITEM_0000195,ORD_000092,PROD_00118,3,246.64,0.0
ITEM_0000196,ORD_000092,PROD_00049,2,49.99,0.0
ITEM_0000197,ORD_000093,PROD_00111,3,316.26,0.0
ITEM_0000198,ORD_000094,PROD_00100,3,281.47,0.0
ITEM_0000199,ORD_000095,PROD_00178,1,252.74,48.71
ITEM_0000200,ORD_000095,PROD_00196,2,353.95,0.0
ITEM_0000201,ORD_000096,PROD_00132,3,62.67,0.0
ITEM_0000202,ORD_000096,PROD_00077,3,366.27,0.0
ITEM_0000203,ORD_000096,PROD_00180,3,62.58,0.0
ITEM_0000204,ORD_000097,PROD_00034,3,74.21,0.0
ITEM_0000205,ORD_000097,PROD_00182,3,427.02,0.0
ITEM_0000206,ORD_000097,PROD_00167,1,142.86,0.0
ITEM_0000207,ORD_000097,PROD_00046,3,82.2,0.0
ITEM_0000208,ORD_000098,PROD_00004,1,305.18,0.0
ITEM_0000209,ORD_000098,PROD_00134,1,285.29,0.0
ITEM_0000210,ORD_000098,PROD_00028,1,345.85,54.34
ITEM_0000211,ORD_000099,PROD_00076,1,190.0,0.0
ITEM_0000212,ORD_000100,PROD_00190,3,290.71,0.0
ITEM_0000213,ORD_000100,PROD_00144,2,285.83,44.84
ITEM_0000214,ORD_000100,PROD_00058,3,262.53,34.89
ITEM_0000215,ORD_000101,PROD_00081,2,436.32,75.82
ITEM_0000216,ORD_000101,PROD_00142,2,202.55,0.0
ITEM_0000217,ORD_000101,PROD_00014,3,230.37,0.0
ITEM_0000218,ORD_000101,PROD_00004,3,305.18,0.0
ITEM_0000219,ORD_000101,PROD_00191,3,40.44,0.0
ITEM_0000220,ORD_000102,PROD_00020,1,175.8,0.0
ITEM_0000221,ORD_000102,PROD_00048,2,36.1,1.91
ITEM_0000222,ORD_000102,PROD_00045,1,51.1,0.0
ITEM_0000223,ORD_000102,PROD_00189,2,379.34,35.38
ITEM_0000224,ORD_000102,PROD_00132,1,62.67,11.64
ITEM_0000225,ORD_000103,PROD_00092,3,498.22,0.0
ITEM_0000226,ORD_000103,PROD_00019,1,188.31,0.0
ITEM_0000227,ORD_000104,PROD_00024,1,79.3,0.0
ITEM_0000228,ORD_000104,PROD_00090,3,370.48,0.0
ITEM_0000229,ORD_000105,PROD_00122,3,205.37,27.48
ITEM_0000230,ORD_000105,PROD_00144,2,285.83,36.72
ITEM_0000231,ORD_000106,PROD_00030,3,114.95,0.0
ITEM_0000232,ORD_000106,PROD_00099,1,398.11,0.0
ITEM_0000233,ORD_000106,PROD_00066,2,31.72,0.0
ITEM_0000234,ORD_000107,PROD_00083,1,209.04,0.0
ITEM_0000235,ORD_000107,PROD_00132,1,62.67,0.0
ITEM_0000236,ORD_000108,PROD_00055,2,390.32,0.0
ITEM_0000237,ORD_000108,PROD_00176,1,457.48,0.0
ITEM_0000238,ORD_000109,PROD_00118,3,246.64,0.0
ITEM_0000239,ORD_000110,PROD_00019,3,188.31,0.0
ITEM_0000240,ORD_000111,PROD_00081,2,436.32,0.0
ITEM_0000241,ORD_000111,PROD_00005,3,476.13,68.59
ITEM_0000242,ORD_000112,PROD_00129,1,257.67,35.35
ITEM_0000243,ORD_000113,PROD_00008,3,317.34,47.39
ITEM_0000244,ORD_000113,PROD_00122,3,205.37,26.04
ITEM_0000245,ORD_000113,PROD_00041,2,391.28,0.0
ITEM_0000246,ORD_000114,PROD_00011,1,190.68,0.0
ITEM_0000247,ORD_000115,PROD_00192,3,346.18,0.0
ITEM_0000248,ORD_000116,PROD_00037,1,485.1,0.0
ITEM_0000249,ORD_000116,PROD_00042,2,410.28,14.88
ITEM_0000250,ORD_000116,PROD_00048,3,36.1,0.0
ITEM_0000251,ORD_000117,PROD_00065,1,60.8,0.0
ITEM_0000252,ORD_000117,PROD_00026,2,161.7,0.0
ITEM_0000253,ORD_000118,PROD_00050,2,421.2,0.0
ITEM_0000254,ORD_000118,PROD_00082,3,490.21,0.0
ITEM_0000255,ORD_000119,PROD_00044,1,60.27,0.0
ITEM_0000256,ORD_000119,PROD_00002,3,181.19,0.0
ITEM_0000257,ORD_000119,PROD_00081,2,436.32,63.96
ITEM_0000258,ORD_000119,PROD_00064,2,396.37,0.0
ITEM_0000259,ORD_000120,PROD_00156,1,478.78,0.0
ITEM_0000260,ORD_000121,PROD_00020,3,175.8,0.0
ITEM_0000261,ORD_000121,PROD_00187,3,206.41,0.0
ITEM_0000262,ORD_000121,PROD_00005,3,476.13,3.49
ITEM_0000263,ORD_000122,PROD_00094,3,450.35,0.0
ITEM_0000264,ORD_000122,PROD_00101,2,73.59,7.38
ITEM_0000265,ORD_000122,PROD_00058,1,262.53,0.0
ITEM_0000266,ORD_000123,PROD_00158,3,403.79,12.86
ITEM_0000267,ORD_000123,PROD_00176,3,457.48,0.0
ITEM_0000268,ORD_000123,PROD_00043,3,35.57,0.0
ITEM_0000269,ORD_000124,PROD_00060,2,335.54,44.87
ITEM_0000270,ORD_000124,PROD_00017,3,51.32,0.0
ITEM_0000271,ORD_000124,PROD_00068,2,99.32,0.0
ITEM_0000272,ORD_000125,PROD_00181,3,324.24,0.0
ITEM_0000273,ORD_000126,PROD_00097,2,87.18,0.0
ITEM_0000274,ORD_000127,PROD_00133,2,384.29,0.0
ITEM_0000275,ORD_000127,PROD_00104,3,324.75,57.29
ITEM_0000276,ORD_000127,PROD_00091,2,67.7,1.04
ITEM_0000277,ORD_000127,PROD_00089,3,164.05,4.93
ITEM_0000278,ORD_000128,PROD_00085,1,224.7,0.0
ITEM_0000279,ORD_000128,PROD_00185,2,340.46,0.0
ITEM_0000280,ORD_000129,PROD_00147,3,242.55,30.54
ITEM_0000281,ORD_000130,PROD_00047,3,410.18,0.0
ITEM_0000282,ORD_000131,PROD_00156,2,478.78,0.0
ITEM_0000283,ORD_000132,PROD_00197,3,335.41,0.0
ITEM_0000284,ORD_000132,PROD_00047,1,410.18,0.0
ITEM_0000285,ORD_000132,PROD_00160,2,491.31,0.0
ITEM_0000286,ORD_000133,PROD_00052,3,78.01,0.0
ITEM_0000287,ORD_000134,PROD_00154,1,366.43,48.32
ITEM_0000288,ORD_000134,PROD_00010,3,258.6,0.0
ITEM_0000289,ORD_000134,PROD_00137,1,203.01,0.0
ITEM_0000290,ORD_000134,PROD_00129,3,257.67,0.0
ITEM_0000291,ORD_000135,PROD_00124,2,79.03,0.0
ITEM_0000292,ORD_000135,PROD_00197,3,335.41,0.0
ITEM_0000293,ORD_000136,PROD_00022,3,149.23,0.0
ITEM_0000294,ORD_000136,PROD_00073,1,434.24,64.58
ITEM_0000295,ORD_000136,PROD_00154,1,366.43,0.0
ITEM_0000296,ORD_000137,PROD_00081,2,436.32,0.0
ITEM_0000297,ORD_000138,PROD_00145,3,340.17,46.3
ITEM_0000298,ORD_000138,PROD_00094,1,450.35,0.0
ITEM_0000299,ORD_000139,PROD_00079,2,333.85,0.0
ITEM_0000300,ORD_000139,PROD_00148,2,293.45,0.0
ITEM_0000301,ORD_000140,PROD_00026,2,161.7,0.0
ITEM_0000302,ORD_000140,PROD_00055,3,390.32,0.0
ITEM_0000303,ORD_000140,PROD_00131,3,330.59,25.73
ITEM_0000304,ORD_000140,PROD_00103,3,210.62,3.84
ITEM_0000305,ORD_000141,PROD_00095,1,484.11,0.0
ITEM_0000306,ORD_000142,PROD_00015,2,306.45,0.0
ITEM_0000307,ORD_000142,PROD_00199,1,354.85,0.0
ITEM_0000308,ORD_000142,PROD_00045,3,51.1,0.34
ITEM_0000309,ORD_000142,PROD_00164,3,477.76,0.0
ITEM_0000310,ORD_000143,PROD_00168,1,311.68,0.0
ITEM_0000311,ORD_000144,PROD_00151,1,474.62,0.0
ITEM_0000312,ORD_000145,PROD_00150,2,196.29,37.81
ITEM_0000313,ORD_000145,PROD_00090,2,370.48,0.0
ITEM_0000314,ORD_000145,PROD_00089,3,164.05,5.74
ITEM_0000315,ORD_000146,PROD_00030,3,114.95,0.0
ITEM_0000316,ORD_000147,PROD_00194,2,190.1,0.0
ITEM_0000317,ORD_000147,PROD_00087,3,85.18,0.0
ITEM_0000318,ORD_000147,PROD_00199,2,354.85,4.79
ITEM_0000319,ORD_000148,PROD_00091,3,67.7,11.27
ITEM_0000320,ORD_000148,PROD_00133,1,384.29,30.66
ITEM_0000321,ORD_000149,PROD_00091,3,67.7,12.82
ITEM_0000322,ORD_000149,PROD_00056,3,215.71,0.0
ITEM_0000323,ORD_000150,PROD_00068,1,99.32,16.59
ITEM_0000324,ORD_000151,PROD_00170,2,212.52,0.0
ITEM_0000325,ORD_000152,PROD_00148,2,293.45,44.85
ITEM_0000326,ORD_000152,PROD_00071,3,494.67,21.97
ITEM_0000327,ORD_000153,PROD_00139,3,255.04,0.0
ITEM_0000328,ORD_000153,PROD_00009,3,319.38,0.0
ITEM_0000329,ORD_000154,PROD_00004,1,305.18,0.0
ITEM_0000330,ORD_000154,PROD_00173,1,328.76,0.0
ITEM_0000331,ORD_000155,PROD_00157,2,183.6,0.0
ITEM_0000332,ORD_000156,PROD_00094,2,450.35,11.81
ITEM_0000333,ORD_000156,PROD_00103,3,210.62,0.0
ITEM_0000334,ORD_000156,PROD_00072,1,326.98,0.0
ITEM_0000335,ORD_000157,PROD_00190,1,290.71,0.0
ITEM_0000336,ORD_000158,PROD_00162,2,467.9,0.0
ITEM_0000337,ORD_000158,PROD_00133,3,384.29,0.0
ITEM_0000338,ORD_000158,PROD_00137,1,203.01,0.0
ITEM_0000339,ORD_000158,PROD_00185,3,340.46,14.67
ITEM_0000340,ORD_000158,PROD_00081,2,436.32,0.0
ITEM_0000341,ORD_000159,PROD_00143,2,174.82,0.0
ITEM_0000342,ORD_000160,PROD_00051,1,28.77,0.0
ITEM_0000343,ORD_000160,PROD_00148,2,293.45,0.0
ITEM_0000344,ORD_000160,PROD_00167,3,142.86,0.0
ITEM_0000345,ORD_000160,PROD_00138,3,189.15,0.0
ITEM_0000346,ORD_000161,PROD_00043,3,35.57,0.0
ITEM_0000347,ORD_000161,PROD_00164,2,477.76,0.0
ITEM_0000348,ORD_000161,PROD_00087,1,85.18,5.85
ITEM_0000349,ORD_000161,PROD_00108,2,90.68,0.0
ITEM_0000350,ORD_000162,PROD_00093,3,108.09,0.0
ITEM_0000351,ORD_000162,PROD_00192,2,346.18,0.0
ITEM_0000352,ORD_000163,PROD_00191,3,40.44,1.35
ITEM_0000353,ORD_000163,PROD_00180,1,62.58,11.72
ITEM_0000354,ORD_000164,PROD_00196,1,353.95,43.76
ITEM_0000355,ORD_000165,PROD_00073,2,434.24,0.0
ITEM_0000356,ORD_000166,PROD_00084,2,476.87,0.0
ITEM_0000357,ORD_000166,PROD_00122,3,205.37,0.0
ITEM_0000358,ORD_000167,PROD_00162,3,467.9,0.0
ITEM_0000359,ORD_000167,PROD_00192,2,346.18,0.0
ITEM_0000360,ORD_000168,PROD_00114,2,286.17,17.37
ITEM_0000361,ORD_000168,PROD_00079,1,333.85,0.0
ITEM_0000362,ORD_000168,PROD_00094,1,450.35,0.0
ITEM_0000363,ORD_000169,PROD_00194,2,190.1,16.37
ITEM_0000364,ORD_000169,PROD_00123,2,166.37,0.0
ITEM_0000365,ORD_000170,PROD_00112,1,92.63,0.0
ITEM_0000366,ORD_000170,PROD_00102,3,499.8,0.0
ITEM_0000367,ORD_000170,PROD_00064,2,396.37,6.28
ITEM_0000368,ORD_000171,PROD_00069,1,234.26,13.57
ITEM_0000369,ORD_000171,PROD_00106,3,99.16,0.0
ITEM_0000370,ORD_000171,PROD_00049,2,49.99,6.23
ITEM_0000371,ORD_000172,PROD_00006,2,382.34,33.52
ITEM_0000372,ORD_000172,PROD_00048,1,36.1,1.09
ITEM_0000373,ORD_000172,PROD_00027,2,72.62,6.1
ITEM_0000374,ORD_000172,PROD_00073,2,434.24,0.0
ITEM_0000375,ORD_000173,PROD_00038,2,229.97,21.62
ITEM_0000376,ORD_000173,PROD_00015,1,306.45,0.0
ITEM_0000377,ORD_000173,PROD_00069,2,234.26,0.0
ITEM_0000378,ORD_000174,PROD_00064,3,396.37,0.0
ITEM_0000379,ORD_000174,PROD_00189,3,379.34,0.0
ITEM_0000380,ORD_000174,PROD_00009,1,319.38,0.0
ITEM_0000381,ORD_000174,PROD_00051,3,28.77,0.0
ITEM_0000382,ORD_000174,PROD_00118,2,246.64,35.92
ITEM_0000383,ORD_000175,PROD_00014,3,230.37,5.2
ITEM_0000384,ORD_000176,PROD_00031,2,499.99,0.0
ITEM_0000385,ORD_000177,PROD_00198,1,301.95,30.19
ITEM_0000386,ORD_000178,PROD_00180,1,62.58,2.91
ITEM_0000387,ORD_000178,PROD_00138,3,189.15,0.0
ITEM_0000388,ORD_000179,PROD_00186,1,449.55,3.55
ITEM_0000389,ORD_000180,PROD_00146,3,450.4,0.0
ITEM_0000390,ORD_000180,PROD_00048,3,36.1,0.0
ITEM_0000391,ORD_000181,PROD_00068,3,99.32,0.0
ITEM_0000392,ORD_000182,PROD_00005,3,476.13,0.0
ITEM_0000393,ORD_000183,PROD_00100,3,281.47,0.0
ITEM_0000394,ORD_000183,PROD_00049,3,49.99,2.83
ITEM_0000395,ORD_000184,PROD_00018,1,224.5,1.4
ITEM_0000396,ORD_000184,PROD_00012,1,429.09,0.0
ITEM_0000397,ORD_000185,PROD_00180,2,62.58,2.76
ITEM_0000398,ORD_000185,PROD_00152,3,215.2,40.04
ITEM_0000399,ORD_000186,PROD_00120,2,247.28,0.0
ITEM_0000400,ORD_000186,PROD_00164,2,477.76,0.0
ITEM_0000401,ORD_000186,PROD_00016,3,60.72,7.49
ITEM_0000402,ORD_000187,PROD_00133,1,384.29,17.76
ITEM_0000403,ORD_000188,PROD_00161,1,355.44,0.0
ITEM_0000404,ORD_000189,PROD_00110,1,132.8,0.0
ITEM_0000405,ORD_000189,PROD_00027,3,72.62,0.0
ITEM_0000406,ORD_000189,PROD_00043,1,35.57,0.0
ITEM_0000407,ORD_000190,PROD_00096,3,41.82,0.0
ITEM_0000408,ORD_000190,PROD_00106,1,99.16,0.0
ITEM_0000409,ORD_000190,PROD_00196,1,353.95,0.0
ITEM_0000410,ORD_000190,PROD_00163,3,341.54,0.0
ITEM_0000411,ORD_000190,PROD_00111,2,316.26,0.0
ITEM_0000412,ORD_000191,PROD_00073,3,434.24,11.73
ITEM_0000413,ORD_000192,PROD_00081,1,436.32,0.0
ITEM_0000414,ORD_000193,PROD_00040,2,474.09,25.13
ITEM_0000415,ORD_000193,PROD_00025,3,334.45,17.14
ITEM_0000416,ORD_000193,PROD_00010,2,258.6,20.68
ITEM_0000417,ORD_000193,PROD_00118,1,246.64,0.0
ITEM_0000418,ORD_000194,PROD_00180,3,62.58,0.0
ITEM_0000419,ORD_000194,PROD_00148,1,293.45,0.0
ITEM_0000420,ORD_000194,PROD_00025,3,334.45,0.0
ITEM_0000421,ORD_000195,PROD_00031,1,499.99,0.0
ITEM_0000422,ORD_000195,PROD_00198,3,301.95,0.0
