review_id,order_id,rating,review_text,review_date,helpful_count
REV_000083,ORD_001075,4,Happy with purchase,2024-12-25,21
REV_000084,ORD_000404,5,Perfect!,2024-06-06,8
REV_000085,ORD_004035,4,Nice,2024-08-18,42
REV_000086,ORD_004355,5,Exceeded expectations!,2023-11-08,38
REV_000087,ORD_002943,5,Exceeded expectations!,2024-03-16,41
REV_000088,ORD_002875,3,Average,2024-11-23,28
REV_000089,ORD_002523,2,Disappointed,2024-07-06,4
REV_000090,ORD_004895,5,Exceeded expectations!,2023-02-25,13
REV_000091,ORD_000398,4,Solid quality,2024-03-05,21
REV_000092,ORD_004724,4,Solid quality,2024-04-29,42
REV_000093,ORD_001198,5,Amazing product!,2024-06-22,0
REV_000094,ORD_003848,4,Solid quality,2023-09-27,12
REV_000095,ORD_004697,4,Recommended,2023-07-02,43
REV_000096,ORD_004732,4,Happy with purchase,2024-04-03,28
REV_000097,ORD_000498,4,Happy with purchase,2024-10-31,11
REV_000098,ORD_002284,2,Below expectations,2023-02-27,25
REV_000099,ORD_000167,5,Amazing product!,2024-06-09,43
REV_000100,ORD_001598,5,Excellent!,2023-07-27,16
REV_000101,ORD_002772,4,Happy with purchase,2024-04-26,2
REV_000102,ORD_001307,5,Excellent!,2024-02-16,46
REV_000103,ORD_002127,4,Nice,2024-01-22,14
REV_000104,ORD_000017,5,Perfect!,2023-07-11,28
REV_000105,ORD_000088,3,Decent,2024-10-01,40
REV_000106,ORD_002080,5,Excellent!,2023-03-30,35
REV_000107,ORD_002180,3,Average,2024-02-23,49
REV_000108,ORD_002931,5,Perfect!,2024-07-05,15
REV_000109,ORD_001162,5,Exceeded expectations!,2024-05-08,27
REV_000110,ORD_004615,5,Love it!,2023-03-27,23
REV_000111,ORD_001160,5,Amazing product!,2024-11-26,39
REV_000112,ORD_003094,3,Meets expectations,2024-08-07,12
REV_000113,ORD_003025,5,Amazing product!,2024-05-17,34
REV_000114,ORD_000168,5,Amazing product!,2024-06-26,42
REV_000115,ORD_001888,5,Excellent!,2024-12-25,2
REV_000116,ORD_001873,5,Amazing product!,2024-06-28,31
REV_000117,ORD_000521,3,Fair,2023-09-30,5
REV_000118,ORD_002232,4,Good product,2024-01-30,40
REV_000119,ORD_000089,5,Exceeded expectations!,2024-02-28,30
REV_000120,ORD_001838,2,Not great,2024-06-11,42
REV_000121,ORD_003569,4,Solid quality,2023-08-21,41
REV_000122,ORD_002611,4,Nice,2023-05-12,46
REV_000123,ORD_001993,5,Amazing product!,2024-09-12,22
REV_000124,ORD_001012,5,Excellent!,2024-11-28,45
REV_000125,ORD_002421,3,Decent,2024-04-02,19
REV_000126,ORD_004245,5,Love it!,2023-05-30,37
REV_000127,ORD_002137,5,Exceeded expectations!,2024-07-18,19
REV_000128,ORD_001049,5,Amazing product!,2024-10-10,45
REV_000129,ORD_001463,5,Perfect!,2023-01-23,29
REV_000130,ORD_004857,4,Happy with purchase,2024-10-07,31
REV_000131,ORD_000264,4,Nice,2023-03-26,50
REV_000132,ORD_002621,3,Average,2023-10-29,39
REV_000133,ORD_001039,4,Happy with purchase,2024-05-29,0
REV_000134,ORD_004801,5,Excellent!,2024-09-13,23
REV_000135,ORD_003531,3,It's okay,2023-05-02,50
REV_000136,ORD_004441,5,Amazing product!,2023-08-08,47
REV_000137,ORD_002219,3,Meets expectations,2023-07-08,14
REV_000138,ORD_001329,5,Exceeded expectations!,2024-03-15,7
REV_000139,ORD_001710,5,Exceeded expectations!,2024-07-05,32
REV_000140,ORD_001286,3,Decent,2024-10-17,33
REV_000141,ORD_004629,4,Happy with purchase,2024-02-07,15
REV_000142,ORD_000362,4,Happy with purchase,2023-02-22,7
REV_000143,ORD_001380,1,Terrible,2023-09-06,9
REV_000144,ORD_002286,4,Good product,2023-10-10,3
REV_000145,ORD_003826,4,Good product,2024-08-04,14
REV_000146,ORD_002042,4,Good product,2024-12-23,41
REV_000147,ORD_000902,5,Love it!,2024-11-03,23
REV_000148,ORD_004831,1,Poor quality,2024-12-23,50
REV_000149,ORD_004042,4,Recommended,2024-10-31,13
REV_000150,ORD_001723,5,Love it!,2023-12-30,14
REV_000151,ORD_000286,2,Disappointed,2023-12-15,19
REV_000152,ORD_002682,2,Could be better,2024-09-16,21
REV_000153,ORD_004134,3,Fair,2023-02-23,9
REV_000154,ORD_004417,3,Average,2024-04-07,33
REV_000155,ORD_003996,4,Good product,2023-06-04,25
REV_000156,ORD_001892,5,Excellent!,2024-08-15,37
REV_000157,ORD_000379,3,Fair,2024-05-01,34
REV_000158,ORD_002163,3,Decent,2024-09-28,14
REV_000159,ORD_002628,3,Average,2024-02-14,31
REV_000160,ORD_000292,5,Amazing product!,2023-03-20,22
REV_000161,ORD_004105,5,Exceeded expectations!,2023-04-29,19
REV_000162,ORD_001870,4,Recommended,2024-05-19,13
REV_000163,ORD_002802,3,Fair,2024-01-12,28
REV_000164,ORD_000310,5,Amazing product!,2024-03-21,12
REV_000165,ORD_004386,4,Happy with purchase,2024-10-05,48
REV_000166,ORD_002766,5,Love it!,2023-08-22,39
REV_000167,ORD_003647,5,Amazing product!,2025-01-25,30
REV_000168,ORD_001242,2,Not great,2023-03-26,10
REV_000169,ORD_002646,5,Exceeded expectations!,2023-04-11,20
REV_000170,ORD_004815,4,Solid quality,2024-05-01,35
REV_000171,ORD_002328,2,Disappointed,2023-06-24,46
REV_000172,ORD_000179,3,It's okay,2024-03-28,32
REV_000173,ORD_002272,5,Love it!,2023-10-27,46
REV_000174,ORD_003137,4,Solid quality,2023-01-10,47
REV_000175,ORD_001834,4,Solid quality,2024-06-26,15
REV_000176,ORD_003380,4,Happy with purchase,2023-01-27,30
REV_000177,ORD_002965,5,Love it!,2023-05-29,37
REV_000178,ORD_004562,5,Love it!,2024-11-19,42
REV_000179,ORD_005000,5,Exceeded expectations!,2024-09-16,41
REV_000180,ORD_003624,3,It's okay,2024-04-14,46
REV_000181,ORD_001968,5,Amazing product!,2024-04-13,18
REV_000182,ORD_004082,3,Average,2023-09-06,4
REV_000183,ORD_004206,3,It's okay,2023-03-28,14
REV_000184,ORD_003950,5,Perfect!,2023-04-16,12
REV_000185,ORD_001236,3,Decent,2024-04-23,3
REV_000186,ORD_001314,5,Love it!,2023-05-26,20
REV_000187,ORD_003977,5,Perfect!,2023-11-29,12
REV_000188,ORD_001320,5,Excellent!,2025-01-09,16
REV_000189,ORD_002842,5,Love it!,2024-06-14,29
REV_000190,ORD_000296,1,Terrible,2023-11-21,35
REV_000191,ORD_000573,5,Love it!,2023-06-16,36
REV_000192,ORD_002648,5,Amazing product!,2025-01-02,39
REV_000193,ORD_001689,3,Meets expectations,2024-09-03,8
REV_000194,ORD_000385,4,Good product,2023-01-24,40
REV_000195,ORD_000194,5,Excellent!,2023-04-28,32
REV_000196,ORD_000503,3,Average,2024-10-26,49
REV_000197,ORD_001655,1,Very disappointed,2023-08-21,42
REV_000198,ORD_001271,4,Recommended,2024-12-21,22
REV_000199,ORD_003234,3,Fair,2024-07-14,9
REV_000200,ORD_000797,1,Do not buy,2024-03-12,27
REV_000201,ORD_002138,3,Decent,2023-04-26,44
REV_000202,ORD_003760,3,Meets expectations,2023-12-19,49
REV_000203,ORD_004675,5,Amazing product!,2024-11-04,31
REV_000204,ORD_000841,5,Love it!,2024-02-15,25
REV_000205,ORD_001560,5,Excellent!,2023-11-22,41
REV_000206,ORD_001615,3,Meets expectations,2023-07-03,33
REV_000207,ORD_004271,5,Love it!,2024-06-01,10
REV_000208,ORD_002231,3,Fair,2023-03-19,25
REV_000209,ORD_001097,5,Excellent!,2024-03-30,3
REV_000210,ORD_000066,5,Love it!,2024-05-25,31
REV_000211,ORD_003561,5,Love it!,2023-10-07,38
REV_000212,ORD_000485,5,Perfect!,2023-05-05,14
REV_000213,ORD_002445,5,Excellent!,2024-01-05,25
REV_000214,ORD_003612,5,Love it!,2023-05-31,2
REV_000215,ORD_000215,5,Exceeded expectations!,2023-10-31,37
REV_000216,ORD_002545,4,Good product,2024-05-10,39
REV_000217,ORD_002400,5,Exceeded expectations!,2024-01-30,13
REV_000218,ORD_000653,5,Perfect!,2023-05-09,17
REV_000219,ORD_004952,4,Nice,2024-06-26,12
REV_000220,ORD_002440,5,Love it!,2024-10-13,24
REV_000221,ORD_001460,5,Love it!,2024-03-23,18
REV_000222,ORD_000842,5,Perfect!,2023-02-24,8
REV_000223,ORD_004119,3,It's okay,2024-11-23,33
REV_000224,ORD_001078,4,Happy with purchase,2024-07-31,26
REV_000225,ORD_000074,3,It's okay,2024-10-09,13
REV_000226,ORD_000628,4,Good product,2023-12-13,26
REV_000227,ORD_000771,5,Amazing product!,2024-02-07,50
REV_000228,ORD_003098,5,Perfect!,2024-02-19,41
REV_000229,ORD_003539,3,Meets expectations,2024-02-21,37
REV_000230,ORD_002311,5,Love it!,2023-09-07,16
REV_000231,ORD_004455,4,Happy with purchase,2024-11-17,1
REV_000232,ORD_004696,3,Average,2023-02-12,14
REV_000233,ORD_004439,1,Do not buy,2024-01-31,37
REV_000234,ORD_003872,3,Fair,2024-04-14,6
REV_000235,ORD_000862,4,Recommended,2023-11-22,25
REV_000236,ORD_002357,5,Love it!,2024-06-28,15
REV_000237,ORD_003345,4,Good product,2023-05-28,48
REV_000238,ORD_004354,4,Good product,2024-12-31,29
REV_000239,ORD_004005,4,Happy with purchase,2023-02-08,45
REV_000240,ORD_001800,5,Exceeded expectations!,2023-12-09,37
REV_000241,ORD_000757,3,Fair,2023-12-10,31
REV_000242,ORD_000548,3,Meets expectations,2023-04-06,26
REV_000243,ORD_003324,5,Excellent!,2024-03-14,6
REV_000244,ORD_001658,4,Nice,2023-05-07,48
REV_000245,ORD_004064,5,Amazing product!,2023-06-17,24
REV_000246,ORD_004583,4,Nice,2023-08-11,33
REV_000247,ORD_000806,4,Solid quality,2024-06-10,47
REV_000248,ORD_002367,4,Good product,2023-05-20,22
REV_000249,ORD_003762,3,Fair,2024-11-25,29
REV_000250,ORD_004872,5,Perfect!,2024-09-02,33
REV_000251,ORD_003530,5,Excellent!,2024-03-22,39
REV_000252,ORD_004672,5,Love it!,2023-07-19,29
REV_000253,ORD_004481,3,Fair,2023-09-11,10
REV_000254,ORD_004284,4,Recommended,2024-05-04,49
REV_000255,ORD_003225,1,Terrible,2023-02-19,24
REV_000256,ORD_000701,3,Average,2024-01-29,46
REV_000257,ORD_004873,3,It's okay,2024-04-20,34
REV_000258,ORD_000316,4,Happy with purchase,2024-07-22,36
REV_000259,ORD_004166,5,Perfect!,2023-09-08,14
REV_000260,ORD_000575,4,Recommended,2024-11-12,46
REV_000261,ORD_003392,3,Decent,2023-09-21,14
REV_000262,ORD_001288,4,Happy with purchase,2023-12-25,23
REV_000263,ORD_001065,5,Perfect!,2023-09-15,0
REV_000264,ORD_001383,5,Perfect!,2023-12-06,23
REV_000265,ORD_000311,5,Excellent!,2023-01-17,41
REV_000266,ORD_003523,4,Happy with purchase,2024-03-15,32
REV_000267,ORD_001864,5,Exceeded expectations!,2024-05-06,3
REV_000268,ORD_001852,5,Love it!,2023-05-13,9
REV_000269,ORD_004609,3,Average,2023-10-15,0
REV_000270,ORD_004159,3,Decent,2023-10-16,38
REV_000271,ORD_001120,5,Perfect!,2023-03-07,41
REV_000272,ORD_002625,2,Meh,2023-10-16,46
REV_000273,ORD_000758,3,Decent,2023-03-08,7
REV_000274,ORD_002028,2,Below expectations,2023-09-26,26
REV_000275,ORD_002243,3,Decent,2024-08-30,16
REV_000276,ORD_002133,5,Exceeded expectations!,2023-03-30,41
REV_000277,ORD_003661,5,Exceeded expectations!,2024-05-06,1
REV_000278,ORD_001763,5,Amazing product!,2023-12-11,43
REV_000279,ORD_003836,5,Perfect!,2025-01-23,27
REV_000280,ORD_002824,5,Perfect!,2023-02-17,20
REV_000281,ORD_004700,5,Love it!,2023-07-28,35
REV_000282,ORD_000633,4,Happy with purchase,2023-04-30,25
REV_000283,ORD_004972,5,Excellent!,2023-02-03,19
REV_000284,ORD_002143,2,Meh,2023-03-23,12
REV_000285,ORD_002262,5,Amazing product!,2024-04-06,12
REV_000286,ORD_004864,1,Poor quality,2024-10-14,16
REV_000287,ORD_003159,5,Excellent!,2023-09-25,11
REV_000288,ORD_002768,3,Fair,2024-07-18,4
REV_000289,ORD_002467,4,Solid quality,2024-01-10,36
REV_000290,ORD_003389,4,Recommended,2024-11-29,18
REV_000291,ORD_001324,5,Love it!,2023-11-06,36
REV_000292,ORD_001970,4,Good product,2024-11-27,43
REV_000293,ORD_000122,4,Recommended,2023-09-02,1
REV_000294,ORD_001697,3,Meets expectations,2024-04-12,19
REV_000295,ORD_000903,4,Nice,2024-01-26,8
REV_000296,ORD_003399,4,Recommended,2023-06-24,44
REV_000297,ORD_004839,5,Exceeded expectations!,2023-05-12,26
REV_000298,ORD_001457,4,Solid quality,2023-06-28,30
REV_000299,ORD_004706,5,Excellent!,2024-10-05,44
REV_000300,ORD_001900,4,Good product,2024-12-25,31
REV_000301,ORD_004410,5,Excellent!,2024-07-04,46
REV_000302,ORD_003535,2,Not great,2024-06-22,28
REV_000303,ORD_004886,4,Recommended,2024-09-06,24
REV_000304,ORD_003086,2,Not great,2024-05-17,11
REV_000305,ORD_004718,5,Amazing product!,2024-09-10,44
REV_000306,ORD_004762,3,Average,2023-05-22,13
REV_000307,ORD_004830,4,Happy with purchase,2023-01-20,21
REV_000308,ORD_004310,5,Excellent!,2023-06-28,38
REV_000309,ORD_004954,5,Love it!,2024-06-30,21
REV_000310,ORD_003633,4,Happy with purchase,2023-04-20,40
REV_000311,ORD_000277,4,Good product,2023-11-28,10
REV_000312,ORD_002970,5,Excellent!,2024-08-14,36
REV_000313,ORD_001839,5,Amazing product!,2023-05-17,36
REV_000314,ORD_003827,3,Meets expectations,2023-08-25,22
REV_000315,ORD_002607,5,Love it!,2024-02-13,6
REV_000316,ORD_001113,4,Solid quality,2023-02-27,26
REV_000317,ORD_001254,3,Average,2024-04-04,26
REV_000318,ORD_003340,5,Love it!,2025-01-10,1
REV_000319,ORD_003127,3,Average,2024-07-03,26
REV_000320,ORD_002586,5,Exceeded expectations!,2023-12-04,30
REV_000321,ORD_004592,5,Amazing product!,2023-05-06,3
REV_000322,ORD_002120,2,Disappointed,2024-12-28,45
REV_000323,ORD_003774,3,Average,2023-12-21,0
REV_000324,ORD_003023,4,Happy with purchase,2023-10-03,11
REV_000325,ORD_002883,4,Nice,2024-07-28,36
REV_000326,ORD_004748,4,Good product,2024-07-01,38
REV_000327,ORD_002379,4,Good product,2023-10-17,26
REV_000328,ORD_000439,4,Nice,2024-08-04,7
REV_000329,ORD_002071,4,Happy with purchase,2023-04-18,50
REV_000330,ORD_003363,3,It's okay,2023-11-20,16
REV_000331,ORD_001399,5,Perfect!,2024-08-23,6
REV_000332,ORD_003659,4,Recommended,2024-05-10,16
REV_000333,ORD_001931,4,Good product,2024-07-17,24
REV_000334,ORD_003809,3,Fair,2024-07-29,29
REV_000335,ORD_004713,4,Good product,2023-12-08,12
REV_000336,ORD_002973,4,Recommended,2023-04-29,50
REV_000337,ORD_000603,3,It's okay,2023-04-08,21
REV_000338,ORD_002736,5,Exceeded expectations!,2023-08-13,47
REV_000339,ORD_000437,4,Nice,2024-08-03,44
REV_000340,ORD_003689,3,Average,2023-12-06,46
REV_000341,ORD_002415,3,Fair,2024-05-13,28
REV_000342,ORD_002332,4,Happy with purchase,2024-01-04,36
REV_000343,ORD_004632,3,Decent,2023-11-15,12
REV_000344,ORD_000923,5,Excellent!,2023-09-18,1
REV_000345,ORD_001878,5,Love it!,2023-01-20,42
REV_000346,ORD_003715,2,Disappointed,2024-10-22,41
REV_000347,ORD_004880,2,Could be better,2024-06-19,46
REV_000348,ORD_001572,4,Solid quality,2024-10-21,40
REV_000349,ORD_004694,5,Excellent!,2024-03-14,16
REV_000350,ORD_003657,3,Average,2023-02-16,0
REV_000351,ORD_003985,5,Exceeded expectations!,2023-07-30,24
REV_000352,ORD_002890,5,Amazing product!,2024-03-21,44
REV_000353,ORD_000009,2,Disappointed,2023-05-04,16
REV_000354,ORD_004391,4,Good product,2023-12-16,39
REV_000355,ORD_004415,5,Amazing product!,2023-11-02,5
REV_000356,ORD_002635,5,Perfect!,2024-09-15,41
REV_000357,ORD_004370,5,Love it!,2023-08-26,31
REV_000358,ORD_004775,5,Love it!,2023-04-09,5
REV_000359,ORD_000400,3,It's okay,2023-04-24,21
REV_000360,ORD_003778,3,Decent,2024-11-23,12
REV_000361,ORD_000058,3,Meets expectations,2023-07-27,14
REV_000362,ORD_000106,5,Exceeded expectations!,2024-02-27,29
REV_000363,ORD_000146,4,Solid quality,2024-03-27,30
REV_000364,ORD_002341,3,Decent,2023-09-16,7
REV_000365,ORD_004096,4,Happy with purchase,2023-12-30,20
REV_000366,ORD_003401,4,Good product,2024-01-11,2
REV_000367,ORD_002287,3,Decent,2023-12-15,33
REV_000368,ORD_002618,1,Do not buy,2023-03-17,9
REV_000369,ORD_001137,4,Good product,2023-04-23,25
REV_000370,ORD_004225,4,Recommended,2023-05-27,21
REV_000371,ORD_000557,5,Amazing product!,2023-04-17,24
REV_000372,ORD_004029,5,Excellent!,2024-05-08,42
REV_000373,ORD_002509,2,Below expectations,2023-09-13,3
REV_000374,ORD_004006,2,Meh,2023-03-12,8
REV_000375,ORD_000747,5,Amazing product!,2024-11-19,2
REV_000376,ORD_003542,4,Good product,2023-02-23,48
REV_000377,ORD_001977,5,Perfect!,2023-05-14,1
REV_000378,ORD_000973,5,Excellent!,2024-11-03,13
REV_000379,ORD_002316,4,Recommended,2023-11-24,1
REV_000380,ORD_003090,4,Solid quality,2024-07-13,12
REV_000381,ORD_001203,5,Exceeded expectations!,2024-06-29,29
REV_000382,ORD_000325,5,Love it!,2024-08-06,7
REV_000383,ORD_002843,5,Excellent!,2023-06-10,39
REV_000384,ORD_002615,4,Happy with purchase,2023-05-29,34
REV_000385,ORD_004720,3,Fair,2024-05-23,24
REV_000386,ORD_003282,4,Happy with purchase,2023-07-17,7
REV_000387,ORD_003601,5,Excellent!,2024-08-12,41
REV_000388,ORD_000220,2,Meh,2023-12-24,27
REV_000389,ORD_000995,5,Love it!,2023-10-03,34
REV_000390,ORD_004376,2,Could be better,2023-05-31,49
REV_000391,ORD_000880,3,Decent,2023-10-04,47
REV_000392,ORD_000891,5,Excellent!,2024-11-18,26
REV_000393,ORD_001538,4,Solid quality,2024-06-27,20
REV_000394,ORD_000258,3,It's okay,2023-10-12,6
REV_000395,ORD_003544,5,Exceeded expectations!,2024-05-30,48
REV_000396,ORD_002496,5,Perfect!,2023-09-05,7
REV_000397,ORD_000413,5,Perfect!,2023-10-04,30
REV_000398,ORD_003018,3,Meets expectations,2025-01-05,39
REV_000399,ORD_000952,4,Happy with purchase,2024-07-01,17
REV_000400,ORD_001107,5,Amazing product!,2023-06-10,38
REV_000401,ORD_003020,5,Exceeded expectations!,2024-05-18,4
REV_000402,ORD_003258,5,Amazing product!,2023-09-21,35
REV_000403,ORD_000717,4,Happy with purchase,2024-07-24,16
REV_000404,ORD_000770,4,Solid quality,2024-05-25,44
REV_000405,ORD_002308,3,Meets expectations,2024-11-19,2
REV_000406,ORD_004210,3,Meets expectations,2023-11-14,16
REV_000407,ORD_001245,4,Solid quality,2024-03-15,38
REV_000408,ORD_003135,4,Good product,2024-06-24,24
REV_000409,ORD_001403,4,Happy with purchase,2024-07-06,37
REV_000410,ORD_004957,3,Fair,2023-11-07,33
REV_000411,ORD_001784,4,Nice,2024-07-27,36
REV_000412,ORD_001281,5,Exceeded expectations!,2024-12-05,19
REV_000413,ORD_003187,3,It's okay,2024-02-01,25
REV_000414,ORD_003357,5,Perfect!,2024-02-02,37
REV_000415,ORD_001685,3,Fair,2024-03-15,40
REV_000416,ORD_003515,5,Excellent!,2024-01-24,22
REV_000417,ORD_001363,4,Good product,2024-02-19,36
REV_000418,ORD_003716,4,Good product,2023-07-23,11
REV_000419,ORD_001361,2,Could be better,2023-10-02,29
REV_000420,ORD_004380,4,Nice,2023-10-22,32
REV_000421,ORD_002342,3,Average,2024-10-17,1
REV_000422,ORD_000767,5,Amazing product!,2023-08-22,13
REV_000423,ORD_002157,5,Perfect!,2023-11-10,28
REV_000424,ORD_002510,5,Exceeded expectations!,2024-07-28,31
REV_000425,ORD_004389,4,Happy with purchase,2023-05-09,34
REV_000426,ORD_004742,5,Amazing product!,2023-10-06,44
REV_000427,ORD_003429,4,Good product,2023-08-01,50
REV_000428,ORD_002904,5,Amazing product!,2024-06-22,15
REV_000429,ORD_004554,5,Exceeded expectations!,2023-06-06,48
REV_000430,ORD_000839,4,Solid quality,2024-04-16,49
REV_000431,ORD_004998,4,Good product,2023-07-07,19
REV_000432,ORD_001359,3,Average,2024-06-13,31
REV_000433,ORD_003846,5,Excellent!,2023-11-04,8
REV_000434,ORD_002125,4,Good product,2024-05-05,47
REV_000435,ORD_003938,3,Meets expectations,2023-06-28,19
REV_000436,ORD_003272,4,Nice,2024-08-11,48
REV_000437,ORD_003527,5,Love it!,2024-04-15,48
REV_000438,ORD_003318,4,Good product,2023-03-27,43
REV_000439,ORD_004862,4,Nice,2024-02-16,5
REV_000440,ORD_004427,3,It's okay,2023-03-21,15
REV_000441,ORD_003934,3,Fair,2023-05-27,47
REV_000442,ORD_000353,4,Nice,2023-08-27,40
REV_000443,ORD_002214,4,Solid quality,2023-12-02,40
REV_000444,ORD_001510,2,Not great,2024-08-08,28
REV_000445,ORD_000108,5,Amazing product!,2024-11-08,3
REV_000446,ORD_001974,5,Amazing product!,2023-10-23,43
REV_000447,ORD_004444,3,Meets expectations,2024-04-24,19
REV_000448,ORD_004867,2,Disappointed,2023-05-15,4
REV_000449,ORD_002703,4,Recommended,2023-03-15,45
REV_000450,ORD_004809,1,Waste of money,2024-03-20,41
REV_000451,ORD_002184,3,Decent,2023-06-10,4
REV_000452,ORD_002754,5,Excellent!,2023-11-09,5
REV_000453,ORD_003725,5,Love it!,2024-09-18,15
REV_000454,ORD_002796,5,Exceeded expectations!,2023-06-16,27
REV_000455,ORD_003604,4,Recommended,2024-05-25,29
REV_000456,ORD_001260,4,Solid quality,2023-06-09,25
REV_000457,ORD_000602,3,Fair,2023-05-30,49
REV_000458,ORD_004174,4,Happy with purchase,2023-12-20,13
REV_000459,ORD_000026,3,It's okay,2024-10-01,36
REV_000460,ORD_003294,5,Excellent!,2025-01-02,26
REV_000461,ORD_003731,4,Happy with purchase,2023-01-26,5
REV_000462,ORD_001817,3,Fair,2024-05-28,42
REV_000463,ORD_000576,4,Nice,2024-07-05,30
REV_000464,ORD_004849,2,Not great,2025-01-15,4
REV_000465,ORD_002294,3,It's okay,2024-11-01,32
REV_000466,ORD_002081,4,Happy with purchase,2024-12-12,30
REV_000467,ORD_002952,4,Nice,2024-07-17,8
REV_000468,ORD_002574,5,Perfect!,2023-10-27,34
