order_id,customer_id,order_date,delivery_date,status,total_amount,shipping_cost,payment_method
ORD_000047,CUST_00843,2023-06-16 20:24:04,2023-06-20,delivered,247.58,0.0,debit_card
ORD_000048,CUST_00665,2023-05-24 00:37:08,2023-05-30,delivered,2128.55,0.0,credit_card
ORD_000049,CUST_00933,2023-09-07 12:51:12,2023-09-17,delivered,394.34,0.0,credit_card
ORD_000050,CUST_00474,2023-12-30 18:14:12,2024-01-02,delivered,724.9,0.0,gift_card
ORD_000051,CUST_00683,2023-06-26 20:18:19,,cancelled,477.17,0.0,paypal
ORD_000052,CUST_00439,2023-12-24 22:00:12,2023-12-26,delivered,1419.16,0.0,paypal
ORD_000053,CUST_00756,2023-10-09 07:58:05,2023-10-17,delivered,286.17,0.0,gift_card
ORD_000054,CUST_00184,2023-09-16 15:47:43,,cancelled,1061.86,0.0,debit_card
ORD_000055,CUST_00938,2023-06-04 13:21:09,2023-06-09,delivered,324.27,0.0,gift_card
ORD_000056,CUST_00964,2024-06-10 08:39:43,2024-06-18,delivered,317.34,0.0,gift_card
ORD_000057,CUST_00491,2024-06-30 20:38:07,2024-07-09,delivered,820.56,0.0,credit_card
ORD_000058,CUST_00993,2023-07-21 04:35:28,2023-07-23,delivered,242.55,0.0,debit_card
ORD_000059,CUST_00085,2023-07-18 08:12:50,2023-07-23,delivered,2395.32,0.0,debit_card
ORD_000060,CUST_00900,2024-04-13 20:14:03,2024-04-19,delivered,1725.15,0.0,gift_card
ORD_000061,CUST_00516,2024-08-03 17:12:40,2024-08-06,delivered,2856.61,0.0,debit_card
ORD_000062,CUST_00276,2024-12-25 10:26:19,2025-01-02,delivered,1671.52,0.0,gift_card
ORD_000063,CUST_00870,2023-01-18 23:19:45,2023-01-23,delivered,2479.51,0.0,debit_card
ORD_000064,CUST_00799,2023-04-19 22:49:16,2023-04-22,delivered,1375.16,0.0,paypal
ORD_000065,CUST_00025,2023-04-03 13:52:14,2023-04-10,delivered,1964.45,0.0,credit_card
ORD_000066,CUST_00612,2024-05-13 20:13:32,2024-05-18,delivered,1845.75,0.0,gift_card
ORD_000067,CUST_00205,2023-11-16 01:28:28,,cancelled,347.96,0.0,debit_card
ORD_000068,CUST_00094,2023-11-28 22:01:33,2023-11-30,delivered,92.44,7.38,credit_card
ORD_000069,CUST_00725,2023-11-04 19:42:58,2023-11-12,delivered,962.59,0.0,paypal
ORD_000070,CUST_00547,2024-09-18 02:08:13,2024-09-23,delivered,468.55,0.0,paypal
ORD_000071,CUST_00725,2024-01-13 18:21:41,2024-01-16,delivered,189.53,0.0,paypal
ORD_000072,CUST_00319,2024-09-11 21:36:23,2024-09-15,delivered,1415.5,0.0,gift_card
ORD_000073,CUST_00680,2023-02-07 07:21:51,2023-02-13,delivered,1463.58,0.0,gift_card
ORD_000074,CUST_00175,2024-10-07 23:32:07,2024-10-15,delivered,67.72,5.14,gift_card
ORD_000075,CUST_00441,2024-02-15 10:02:28,2024-02-18,delivered,1436.34,0.0,credit_card
ORD_000076,CUST_00489,2023-02-16 19:49:08,2023-02-19,delivered,1484.62,0.0,paypal
ORD_000077,CUST_00222,2024-12-10 03:13:18,2024-12-12,delivered,1697.92,0.0,credit_card
ORD_000078,CUST_00319,2024-02-02 21:14:58,2024-02-08,delivered,479.32,0.0,paypal
ORD_000079,CUST_00085,2023-10-18 02:04:00,2023-10-25,delivered,99.77,14.71,paypal
ORD_000080,CUST_00492,2023-01-13 14:00:48,,returned,468.55,0.0,paypal
ORD_000081,CUST_00917,2024-03-15 09:41:03,2024-03-18,delivered,1920.18,0.0,gift_card
ORD_000082,CUST_00868,2023-12-06 14:07:39,2023-12-15,delivered,1494.66,0.0,debit_card
ORD_000083,CUST_00118,2023-01-25 22:05:21,2023-02-03,delivered,909.5,0.0,debit_card
ORD_000084,CUST_00101,2024-01-27 15:11:04,2024-02-03,delivered,596.03,0.0,gift_card
ORD_000085,CUST_00360,2024-11-09 03:24:26,,cancelled,1038.57,0.0,debit_card
ORD_000086,CUST_00218,2024-09-12 00:59:06,2024-09-21,delivered,326.98,0.0,gift_card
ORD_000087,CUST_00984,2023-09-12 01:01:36,2023-09-17,delivered,1192.13,0.0,gift_card
ORD_000088,CUST_00774,2024-09-05 17:13:50,2024-09-07,delivered,962.62,0.0,paypal
ORD_000089,CUST_00685,2024-02-23 12:08:06,2024-03-04,delivered,1284.61,0.0,gift_card
ORD_000090,CUST_00993,2024-01-18 03:43:16,2024-01-25,delivered,255.18,0.0,paypal
ORD_000091,CUST_00711,2023-08-08 12:54:40,2023-08-18,delivered,86.96,15.82,credit_card
ORD_000092,CUST_00033,2024-03-22 11:20:13,2024-03-27,delivered,1492.09,0.0,debit_card
ORD_000093,CUST_00315,2023-09-17 05:35:55,2023-09-19,delivered,948.78,0.0,debit_card
ORD_000094,CUST_00269,2024-05-07 17:35:08,2024-05-11,delivered,844.41,0.0,paypal
ORD_000095,CUST_00816,2023-02-22 03:00:40,2023-03-02,delivered,960.64,0.0,debit_card
ORD_000096,CUST_00118,2024-07-24 10:50:18,2024-08-01,delivered,1474.56,0.0,debit_card
ORD_000097,CUST_00018,2023-02-28 16:24:07,2023-03-06,delivered,1893.15,0.0,gift_card
ORD_000098,CUST_00315,2024-03-15 02:04:57,2024-03-25,delivered,936.32,0.0,paypal
ORD_000099,CUST_00848,2023-03-13 13:40:46,2023-03-19,delivered,190.0,0.0,credit_card
ORD_000100,CUST_00576,2024-03-09 15:17:30,2024-03-18,delivered,2231.38,0.0,gift_card
ORD_000101,CUST_00401,2024-08-29 07:13:08,,returned,3005.71,0.0,debit_card
ORD_000102,CUST_00232,2023-03-29 06:04:29,2023-04-04,delivered,1120.45,0.0,credit_card
ORD_000103,CUST_00655,2024-02-18 00:46:13,2024-02-24,delivered,1682.97,0.0,credit_card
ORD_000104,CUST_00964,2023-05-03 21:30:27,2023-05-07,delivered,1190.74,0.0,paypal
ORD_000105,CUST_00799,2024-09-12 06:48:53,,returned,1187.77,0.0,debit_card
ORD_000106,CUST_00662,2024-02-03 20:20:25,2024-02-10,delivered,806.4,0.0,gift_card
ORD_000107,CUST_00511,2024-10-19 08:09:47,2024-10-21,delivered,271.71,0.0,credit_card
ORD_000108,CUST_00251,2024-10-23 08:50:54,2024-10-26,delivered,1238.12,0.0,gift_card
ORD_000109,CUST_00071,2023-03-10 03:24:37,2023-03-13,delivered,739.92,0.0,credit_card
ORD_000110,CUST_00235,2024-03-21 18:44:30,2024-03-23,delivered,564.93,0.0,paypal
ORD_000111,CUST_00431,2024-12-17 12:35:17,2024-12-25,delivered,2301.03,0.0,credit_card
ORD_000112,CUST_00279,2023-12-30 20:28:52,2024-01-01,delivered,257.67,0.0,credit_card
ORD_000113,CUST_00774,2024-04-18 19:48:39,2024-04-27,delivered,2350.69,0.0,paypal
ORD_000114,CUST_00457,2024-05-20 00:07:18,,cancelled,190.68,0.0,gift_card
ORD_000115,CUST_00450,2023-05-29 06:24:00,,cancelled,1038.54,0.0,paypal
ORD_000116,CUST_00675,2024-08-07 00:34:08,,cancelled,1413.96,0.0,gift_card
ORD_000117,CUST_00423,2023-02-26 18:22:34,2023-03-08,delivered,384.2,0.0,paypal
ORD_000118,CUST_00762,2024-08-18 20:03:55,2024-08-23,delivered,2313.03,0.0,debit_card
ORD_000119,CUST_00786,2024-06-15 05:48:38,2024-06-22,delivered,2269.22,0.0,paypal
ORD_000120,CUST_00270,2023-12-01 17:25:45,2023-12-10,delivered,478.78,0.0,debit_card
ORD_000121,CUST_00349,2024-09-27 04:04:20,2024-10-02,delivered,2575.02,0.0,paypal
ORD_000122,CUST_00237,2023-08-04 01:08:09,2023-08-14,delivered,1760.76,0.0,credit_card
ORD_000123,CUST_00723,2023-12-28 17:33:35,2024-01-02,delivered,2690.52,0.0,debit_card
ORD_000124,CUST_00306,2023-12-17 12:37:44,2023-12-24,delivered,1023.68,0.0,gift_card
ORD_000125,CUST_00728,2024-11-21 18:47:36,,returned,972.72,0.0,paypal
ORD_000126,CUST_00163,2024-11-14 22:27:58,2024-11-24,delivered,174.36,0.0,credit_card
ORD_000127,CUST_00538,2024-07-27 22:46:35,2024-08-02,delivered,2370.38,0.0,debit_card
ORD_000128,CUST_00817,2023-04-29 05:18:45,2023-05-02,delivered,905.62,0.0,debit_card
ORD_000129,CUST_00071,2024-05-20 05:08:57,2024-05-28,delivered,727.65,0.0,credit_card
ORD_000130,CUST_00712,2023-09-14 15:39:04,2023-09-18,delivered,1230.54,0.0,credit_card
ORD_000131,CUST_00441,2023-02-26 17:17:57,,cancelled,957.56,0.0,debit_card
ORD_000132,CUST_00816,2023-05-22 02:38:43,2023-05-30,delivered,2399.03,0.0,credit_card
ORD_000133,CUST_00859,2024-05-18 04:36:37,2024-05-26,delivered,234.03,0.0,gift_card
ORD_000134,CUST_00262,2024-03-22 18:56:53,2024-03-25,delivered,2118.25,0.0,gift_card
ORD_000135,CUST_00462,2023-09-21 22:30:44,2023-09-23,delivered,1164.29,0.0,credit_card
ORD_000136,CUST_00941,2023-12-19 16:03:03,2023-12-23,delivered,1248.36,0.0,credit_card
ORD_000137,CUST_00743,2024-02-14 21:18:04,2024-02-16,delivered,872.64,0.0,debit_card
ORD_000138,CUST_00142,2024-08-29 17:00:00,2024-09-04,delivered,1470.86,0.0,gift_card
ORD_000139,CUST_00795,2024-06-21 22:44:30,2024-06-28,delivered,1254.6,0.0,credit_card
ORD_000140,CUST_00859,2024-07-28 08:30:27,2024-08-06,delivered,3117.99,0.0,debit_card
ORD_000141,CUST_00597,2024-09-29 01:47:42,2024-10-07,delivered,484.11,0.0,gift_card
ORD_000142,CUST_00647,2023-12-02 20:28:02,2023-12-12,delivered,2554.33,0.0,debit_card
ORD_000143,CUST_00858,2024-11-21 19:33:41,2024-11-25,delivered,311.68,0.0,credit_card
ORD_000144,CUST_00438,2023-01-17 16:28:55,2023-01-25,delivered,474.62,0.0,credit_card
ORD_000145,CUST_00061,2023-11-08 19:52:11,2023-11-18,delivered,1625.69,0.0,credit_card
ORD_000146,CUST_00290,2024-03-22 09:53:23,2024-03-25,delivered,344.85,0.0,paypal
ORD_000147,CUST_00244,2023-08-17 05:05:09,2023-08-25,delivered,1345.44,0.0,debit_card
ORD_000148,CUST_00085,2023-01-05 22:26:46,2023-01-10,delivered,587.39,0.0,paypal
ORD_000149,CUST_00864,2024-04-29 10:25:10,,cancelled,850.23,0.0,debit_card
ORD_000150,CUST_00315,2024-10-05 07:11:20,2024-10-10,delivered,116.87,17.55,paypal
ORD_000151,CUST_00840,2023-10-30 21:08:53,2023-11-02,delivered,425.04,0.0,credit_card
ORD_000152,CUST_00134,2023-01-15 15:47:35,2023-01-22,delivered,2070.91,0.0,debit_card
ORD_000153,CUST_00824,2023-01-07 15:09:29,2023-01-17,delivered,1723.26,0.0,gift_card
ORD_000154,CUST_00093,2023-06-24 22:35:25,2023-07-04,delivered,633.94,0.0,paypal
ORD_000155,CUST_00034,2023-09-08 09:40:44,2023-09-18,delivered,367.2,0.0,gift_card
ORD_000156,CUST_00117,2023-11-28 18:38:47,2023-12-03,delivered,1859.54,0.0,debit_card
ORD_000157,CUST_00282,2023-04-27 21:25:43,,cancelled,290.71,0.0,credit_card
ORD_000158,CUST_00642,2023-07-21 01:22:07,2023-07-29,delivered,4185.7,0.0,credit_card
ORD_000159,CUST_00185,2024-10-26 13:04:01,2024-11-02,delivered,349.64,0.0,gift_card
ORD_000160,CUST_00725,2023-06-23 02:58:13,,cancelled,1611.7,0.0,credit_card
ORD_000161,CUST_00659,2024-03-29 21:34:01,2024-04-04,delivered,1328.77,0.0,paypal
ORD_000162,CUST_00897,2024-06-07 22:18:19,2024-06-15,delivered,1016.63,0.0,debit_card
ORD_000163,CUST_00995,2024-08-19 08:26:05,2024-08-23,delivered,183.9,0.0,gift_card
ORD_000164,CUST_00633,2023-09-11 16:37:28,2023-09-13,delivered,353.95,0.0,credit_card
ORD_000165,CUST_00754,2024-02-18 11:59:21,2024-02-26,delivered,868.48,0.0,debit_card
ORD_000166,CUST_00367,2023-12-22 13:08:25,2023-12-26,delivered,1569.85,0.0,gift_card
ORD_000167,CUST_00016,2024-05-22 16:13:25,2024-06-01,delivered,2096.06,0.0,paypal
ORD_000168,CUST_00860,2024-05-31 19:59:23,2024-06-09,delivered,1356.54,0.0,gift_card
ORD_000169,CUST_00752,2023-06-05 14:27:02,2023-06-07,delivered,712.94,0.0,credit_card
ORD_000170,CUST_00633,2024-08-21 00:29:41,2024-08-28,delivered,2384.77,0.0,debit_card
ORD_000171,CUST_00538,2024-09-30 02:19:52,2024-10-06,delivered,631.72,0.0,debit_card
ORD_000172,CUST_00906,2024-03-22 04:18:29,2024-03-24,delivered,1814.5,0.0,gift_card
ORD_000173,CUST_00646,2024-12-19 17:53:46,2024-12-26,delivered,1234.91,0.0,credit_card
ORD_000174,CUST_00725,2023-10-03 11:04:03,2023-10-08,delivered,3226.1,0.0,credit_card
ORD_000175,CUST_00564,2024-11-24 19:15:58,2024-12-03,delivered,691.11,0.0,gift_card
ORD_000176,CUST_00381,2024-11-14 18:12:00,2024-11-16,delivered,999.98,0.0,credit_card
ORD_000177,CUST_00348,2024-07-09 06:47:06,2024-07-18,delivered,301.95,0.0,paypal
ORD_000178,CUST_00655,2024-11-04 14:35:00,2024-11-06,delivered,630.03,0.0,paypal
ORD_000179,CUST_00648,2024-03-24 01:22:36,2024-03-29,delivered,449.55,0.0,gift_card
ORD_000180,CUST_00290,2023-04-29 12:45:33,2023-05-05,delivered,1459.5,0.0,debit_card
ORD_000181,CUST_00598,2023-05-27 16:22:12,2023-06-06,delivered,297.96,0.0,credit_card
ORD_000182,CUST_00133,2024-08-23 09:36:55,2024-09-02,delivered,1428.39,0.0,debit_card
ORD_000183,CUST_00906,2023-04-26 04:12:37,2023-04-29,delivered,994.38,0.0,gift_card
ORD_000184,CUST_00010,2023-06-10 02:48:21,2023-06-17,delivered,653.59,0.0,credit_card
ORD_000185,CUST_00646,2023-08-28 14:30:54,2023-09-05,delivered,770.76,0.0,debit_card
ORD_000186,CUST_00134,2023-05-22 01:01:18,,cancelled,1632.24,0.0,credit_card
ORD_000187,CUST_00049,2023-03-20 08:50:49,2023-03-26,delivered,384.29,0.0,gift_card
ORD_000188,CUST_00669,2023-01-21 08:51:35,2023-01-26,delivered,355.44,0.0,gift_card
ORD_000189,CUST_00474,2024-02-19 07:42:27,2024-02-26,delivered,386.23,0.0,gift_card
ORD_000190,CUST_00201,2024-04-12 12:37:45,2024-04-19,delivered,2235.71,0.0,gift_card
ORD_000191,CUST_00232,2024-10-18 02:19:04,2024-10-26,delivered,1302.72,0.0,paypal
ORD_000192,CUST_00091,2023-01-31 15:26:58,,returned,436.32,0.0,paypal
ORD_000193,CUST_00060,2024-08-28 10:14:51,2024-09-07,delivered,2715.37,0.0,paypal
ORD_000194,CUST_00118,2023-04-09 21:28:58,2023-04-13,delivered,1484.54,0.0,credit_card
ORD_000195,CUST_00247,2024-02-24 11:45:03,,cancelled,1405.84,0.0,gift_card
ORD_000196,CUST_00824,2023-09-28 16:52:34,2023-10-04,delivered,340.17,0.0,debit_card
ORD_000197,CUST_00099,2023-02-23 19:13:41,2023-02-25,delivered,1940.16,0.0,debit_card
ORD_000198,CUST_00016,2023-09-12 08:18:58,2023-09-21,delivered,870.51,0.0,debit_card
ORD_000199,CUST_00741,2024-11-07 04:20:27,2024-11-13,delivered,293.45,0.0,paypal
ORD_000200,CUST_00975,2023-09-02 22:17:37,2023-09-07,delivered,1254.04,0.0,gift_card
ORD_000201,CUST_00538,2024-12-22 03:51:05,2024-12-27,delivered,570.3,0.0,credit_card
ORD_000202,CUST_00824,2023-06-28 17:26:48,,cancelled,2491.68,0.0,debit_card
ORD_000203,CUST_00087,2024-05-26 05:07:22,2024-05-28,delivered,1756.89,0.0,paypal
ORD_000204,CUST_00301,2023-06-12 04:26:57,2023-06-14,delivered,2327.69,0.0,credit_card
ORD_000205,CUST_00059,2023-06-06 15:59:13,2023-06-11,delivered,936.72,0.0,debit_card
ORD_000206,CUST_00746,2023-08-24 07:00:55,2023-08-31,delivered,118.1,19.68,paypal
ORD_000207,CUST_00420,2023-05-07 19:55:33,,cancelled,1822.74,0.0,debit_card
ORD_000208,CUST_00589,2023-11-26 13:13:12,2023-12-01,delivered,352.59,0.0,debit_card
ORD_000209,CUST_00118,2023-07-30 13:15:32,2023-08-05,delivered,1902.17,0.0,credit_card
ORD_000210,CUST_00543,2023-06-30 23:02:25,2023-07-07,delivered,634.68,0.0,gift_card
ORD_000211,CUST_00519,2024-12-28 05:56:21,2025-01-03,delivered,3228.24,0.0,debit_card
ORD_000212,CUST_00934,2024-12-15 11:46:25,2024-12-22,delivered,1552.86,0.0,credit_card
ORD_000213,CUST_00011,2023-06-18 17:34:08,,cancelled,1075.64,0.0,gift_card
ORD_000214,CUST_00400,2024-08-22 21:33:38,2024-08-24,delivered,2551.11,0.0,credit_card
ORD_000215,CUST_00766,2023-10-04 00:06:23,2023-10-07,delivered,2323.62,0.0,debit_card
ORD_000216,CUST_00086,2023-01-22 04:50:33,2023-01-31,delivered,448.22,0.0,credit_card
ORD_000217,CUST_00538,2023-04-17 15:41:03,2023-04-21,delivered,1259.28,0.0,gift_card
ORD_000218,CUST_00576,2024-11-12 16:21:01,2024-11-19,delivered,645.6,0.0,gift_card
ORD_000219,CUST_00061,2024-11-29 04:19:50,2024-12-05,delivered,926.4,0.0,paypal
ORD_000220,CUST_00302,2023-12-08 11:30:04,2023-12-18,delivered,1627.34,0.0,debit_card
ORD_000221,CUST_00261,2023-04-06 14:56:18,2023-04-10,delivered,1031.4,0.0,credit_card
ORD_000222,CUST_00159,2024-10-09 21:49:04,2024-10-15,delivered,1248.63,0.0,gift_card
ORD_000223,CUST_00615,2023-10-19 08:37:50,2023-10-27,delivered,743.14,0.0,paypal
ORD_000224,CUST_00907,2023-01-20 17:56:08,,cancelled,704.81,0.0,debit_card
ORD_000225,CUST_00385,2023-12-11 19:52:25,2023-12-17,delivered,1896.87,0.0,credit_card
ORD_000226,CUST_00912,2024-11-04 19:58:59,2024-11-10,delivered,1024.16,0.0,gift_card
ORD_000227,CUST_00776,2024-07-31 20:05:27,2024-08-05,delivered,1765.2,0.0,gift_card
ORD_000228,CUST_00578,2024-10-25 11:13:13,2024-10-31,delivered,2094.66,0.0,gift_card
ORD_000229,CUST_00694,2024-07-28 16:58:25,,cancelled,199.46,0.0,credit_card
ORD_000230,CUST_00275,2023-06-12 00:17:38,2023-06-20,delivered,857.49,0.0,paypal
ORD_000231,CUST_00033,2023-10-23 11:28:43,2023-10-26,delivered,879.86,0.0,credit_card
ORD_000232,CUST_00967,2023-02-08 05:25:15,2023-02-13,delivered,657.52,0.0,credit_card
ORD_000233,CUST_00133,2023-12-14 01:11:11,2023-12-18,delivered,757.3,0.0,credit_card
ORD_000234,CUST_00766,2023-12-07 15:06:21,2023-12-13,delivered,553.12,0.0,credit_card
ORD_000235,CUST_00305,2023-11-07 01:13:15,2023-11-15,delivered,1763.05,0.0,paypal
ORD_000236,CUST_00576,2023-06-04 06:52:32,2023-06-07,delivered,771.62,0.0,credit_card
ORD_000237,CUST_00693,2023-06-09 17:15:47,2023-06-11,delivered,2059.46,0.0,debit_card
ORD_000238,CUST_00012,2024-08-21 20:10:42,2024-08-23,delivered,1096.62,0.0,credit_card
ORD_000239,CUST_00150,2023-10-23 13:07:30,2023-11-02,delivered,1143.19,0.0,gift_card
ORD_000240,CUST_00590,2024-04-03 10:26:45,2024-04-06,delivered,114.95,0.0,credit_card
ORD_000241,CUST_00530,2024-09-24 15:22:10,2024-10-04,delivered,1455.3,0.0,debit_card
ORD_000242,CUST_00655,2023-04-07 19:37:54,2023-04-10,delivered,1129.93,0.0,gift_card
ORD_000243,CUST_00001,2023-03-14 02:52:59,2023-03-21,delivered,895.62,0.0,gift_card
ORD_000244,CUST_00973,2023-05-17 00:02:26,2023-05-26,delivered,1412.66,0.0,debit_card
ORD_000245,CUST_00412,2024-01-29 13:38:04,2024-02-05,delivered,1386.01,0.0,debit_card
ORD_000246,CUST_00685,2024-12-10 08:49:58,2024-12-13,delivered,2340.93,0.0,debit_card
ORD_000247,CUST_00134,2024-03-25 04:21:33,2024-04-02,delivered,758.22,0.0,gift_card
ORD_000248,CUST_00919,2024-07-16 18:00:02,2024-07-23,delivered,637.56,0.0,gift_card
ORD_000249,CUST_00135,2024-02-06 04:11:12,2024-02-15,delivered,286.17,0.0,gift_card
ORD_000250,CUST_00704,2023-04-05 12:43:20,2023-04-08,delivered,1274.69,0.0,credit_card
ORD_000251,CUST_00381,2023-05-07 12:21:32,2023-05-11,delivered,1211.37,0.0,debit_card
ORD_000252,CUST_00779,2024-08-10 16:09:53,2024-08-17,delivered,1454.2,0.0,gift_card
ORD_000253,CUST_00189,2023-06-12 19:56:06,2023-06-18,delivered,2286.99,0.0,gift_card
ORD_000254,CUST_00301,2023-04-04 11:38:30,2023-04-14,delivered,224.46,0.0,paypal
ORD_000255,CUST_00589,2024-01-15 21:38:30,2024-01-19,delivered,782.23,0.0,debit_card
ORD_000256,CUST_00321,2024-07-29 06:34:03,2024-08-02,delivered,1792.35,0.0,gift_card
ORD_000257,CUST_00074,2024-04-14 19:11:29,2024-04-21,delivered,655.83,0.0,paypal
ORD_000258,CUST_00511,2023-10-06 08:52:49,2023-10-16,delivered,775.8,0.0,paypal
ORD_000259,CUST_00968,2024-08-05 07:05:46,,returned,619.23,0.0,paypal
ORD_000260,CUST_00326,2023-09-04 03:03:48,2023-09-14,delivered,2811.06,0.0,credit_card
ORD_000261,CUST_00805,2023-11-19 10:32:39,2023-11-29,delivered,1052.27,0.0,paypal
ORD_000262,CUST_00680,2023-05-29 08:08:47,2023-06-02,delivered,2430.52,0.0,paypal
ORD_000263,CUST_00184,2023-06-13 08:47:16,2023-06-16,delivered,653.96,0.0,paypal
ORD_000264,CUST_00807,2023-03-12 12:27:59,2023-03-15,delivered,3248.01,0.0,paypal
ORD_000265,CUST_00321,2024-09-13 05:11:19,2024-09-17,delivered,1453.32,0.0,credit_card
ORD_000266,CUST_00545,2024-01-29 17:29:26,2024-02-02,delivered,1308.47,0.0,debit_card
ORD_000267,CUST_00547,2023-10-07 12:14:53,2023-10-15,delivered,3348.9,0.0,paypal
ORD_000268,CUST_00626,2024-01-07 06:10:24,2024-01-13,delivered,935.04,0.0,debit_card
ORD_000269,CUST_00385,2023-07-18 06:50:55,2023-07-23,delivered,1666.86,0.0,credit_card
ORD_000270,CUST_00560,2024-01-31 03:30:45,2024-02-07,delivered,421.2,0.0,debit_card
ORD_000271,CUST_00218,2023-03-28 23:41:19,2023-03-31,delivered,169.27,0.0,debit_card
ORD_000272,CUST_00915,2023-12-21 22:14:07,2023-12-25,delivered,1307.12,0.0,paypal
ORD_000273,CUST_00962,2023-01-13 12:58:23,2023-01-17,delivered,121.44,0.0,credit_card
ORD_000274,CUST_00588,2023-01-06 15:15:14,2023-01-12,delivered,234.03,0.0,gift_card
